_RAJ2000,_DEJ2000,rest,g,r,i,J,H,K,W1,W2,W3,W4
44.79622583,0.588723042,521.3798346,7.33122885,6.44522885,6.12522885,4.85922885,4.38522885,4.22622885,4.17122885,4.21322885,3.94322885,0.76022885
44.78031881,0.608566662,1293.730808,6.649780399,5.987780399,5.791780399,4.866780399,4.384780399,4.249780399,4.118780399,3.966780399,1.484780399,-1.988219601
44.68061395,0.588201192,1330.483881,5.526951913,5.105951913,5.000951913,3.988951913,3.693951913,3.483951913,3.563951913,3.600951913,1.876951913,-1.469048087
44.68061395,0.588201192,1330.483881,5.590951913,5.103951913,4.893951913,3.988951913,3.693951913,3.483951913,3.563951913,3.600951913,1.876951913,-1.469048087
44.68648655,0.61970354,2853.871683,3.585827789,3.168827789,3.064827789,2.252827789,1.945827789,1.930827789,1.818827789,1.839827789,0.384827789,-2.890172211
44.68648655,0.61970354,2853.871683,3.638827789,3.232827789,3.071827789,2.252827789,1.945827789,1.930827789,1.818827789,1.839827789,0.384827789,-2.890172211
44.7219143,0.619939462,463.8408126,9.152155206,7.535155206,7.355155206,5.587155206,4.879155206,4.790155206,4.699155206,4.744155206,3.893155206,0.603155206
44.72164295,0.62388088,914.5263118,7.678018975,6.061018975,5.881018975,4.636018975,4.214018975,4.148018975,4.076018975,4.159018975,2.978018975,-0.730981025
44.73492124,0.627185904,869.3882015,4.06093129,3.52993129,3.35993129,2.41693129,2.08393129,1.99793129,1.94393129,1.97693129,1.64693129,-0.69306871
44.7518857,0.642762671,534.1539544,8.426667761,7.156667761,6.583667761,5.126667761,4.482667761,4.311667761,4.198667761,4.211667761,3.833667761,0.392667761
44.7518857,0.642762671,534.1539544,8.416667761,7.181667761,6.654667761,5.126667761,4.482667761,4.311667761,4.198667761,4.211667761,3.833667761,0.392667761
44.70110258,0.627130916,1782.44476,6.051919603,5.442919603,4.980919603,4.153919603,3.750919603,3.641919603,3.666919603,3.636919603,1.473919603,-1.911080397
44.70282158,0.640187081,281.0149189,10.48535312,9.125353115,8.228353115,6.511353115,5.934353115,5.704353115,5.575353115,5.476353115,4.987353115,1.810353115
44.73178331,0.649339312,1205.523922,7.249120836,6.222120836,5.537120836,4.690120836,4.214120836,4.047120836,4.076120836,4.131120836,2.342120836,-1.249879164
44.73835165,0.661135898,1007.76659,7.330200218,6.365200218,5.856200218,4.902200218,4.387200218,4.286200218,4.258200218,4.262200218,2.529200218,-0.740799782
44.73835165,0.661135898,1007.76659,7.227200218,6.468200218,5.887200218,4.902200218,4.387200218,4.286200218,4.258200218,4.262200218,2.529200218,-0.740799782
44.79715021,0.630670166,250.5449933,3.641571357,3.332571357,3.255571357,2.467571357,2.295571357,2.206571357,2.144571357,2.185571357,2.182571357,2.104571357
44.90154888,0.664012614,309.9211453,10.26774396,8.842743959,7.813743959,5.933743959,5.394743959,5.053743959,4.943743959,4.804743959,5.040743959,1.423743959
44.85647869,0.680226839,125.1537705,4.782780309,4.380780309,4.260780309,3.394780309,3.128780309,3.072780309,2.995780309,3.019780309,3.004780309,3.020780309
44.45972613,0.483209131,924.0858427,6.339438416,5.691438416,5.268438416,4.385438416,4.032438416,3.884438416,3.924438416,3.926438416,2.534438416,-0.730561584
44.45972613,0.483209131,924.0858427,6.340438416,5.733438416,5.469438416,4.385438416,4.032438416,3.884438416,3.924438416,3.926438416,2.534438416,-0.730561584
44.4809656,0.512569998,451.7057246,8.616722027,7.585722027,7.193722027,8.382722027,7.673722027,7.072722027,7.335722027,7.100722027,4.112722027,0.333722027
44.4782635,0.515399485,663.9095802,7.780455322,6.749455322,6.357455322,4.962455322,4.441455322,4.366455322,4.264455322,4.261455322,3.234455322,-0.344544678
44.48499383,0.515733053,940.9968655,7.023059116,5.992059116,5.600059116,6.229059116,5.547059116,5.310059116,5.404059116,5.286059116,2.609059116,-0.572940884
44.53909253,0.539241265,1481.07803,5.368110301,4.821110301,4.604110301,3.693110301,3.409110301,3.249110301,3.079110301,3.090110301,0.856110301,-1.996889699
44.54343972,0.527926213,1609.703209,5.924270951,5.462270951,5.248270951,4.348270951,3.900270951,3.910270951,3.932270951,4.045270951,1.102270951,-2.055729049
44.45813453,0.511273409,989.2118366,5.493553478,4.804553478,4.566553478,3.791553478,3.524553478,3.453553478,3.434553478,3.421553478,2.688553478,-1.312446522
44.45813453,0.511273409,989.2118366,5.461553478,5.017553478,4.579553478,3.791553478,3.524553478,3.453553478,3.434553478,3.421553478,2.688553478,-1.312446522
44.45813453,0.511273409,989.2118366,5.390553478,4.919553478,4.816553478,3.791553478,3.524553478,3.453553478,3.434553478,3.421553478,2.688553478,-1.312446522
44.45813453,0.511273409,989.2118366,5.429553478,4.962553478,4.807553478,3.791553478,3.524553478,3.453553478,3.434553478,3.421553478,2.688553478,-1.312446522
44.39918348,0.529783119,770.079288,5.561322786,5.016322786,4.823322786,3.840322786,3.442322786,3.364322786,3.346322786,3.378322786,2.853322786,-0.125677214
44.39918348,0.529783119,770.079288,5.561322786,4.970322786,4.769322786,3.840322786,3.442322786,3.364322786,3.346322786,3.378322786,2.853322786,-0.125677214
44.46701777,0.575973495,422.6363848,6.562165586,5.377165586,4.886165586,8.347165586,7.666165586,7.592165586,7.337165586,7.248165586,4.412165586,1.173165586
44.46701777,0.575973495,422.6363848,6.548165586,5.329165586,4.892165586,8.347165586,7.666165586,7.592165586,7.337165586,7.248165586,4.412165586,1.173165586
44.4643796,0.581057944,5653.575074,0.930384182,-0.254615818,-0.745615818,-2.358615818,-3.073615818,-3.215615818,-3.308615818,-3.232615818,-3.474615818,-5.202615818
44.4643796,0.581057944,5653.575074,0.916384182,-0.302615818,-0.739615818,-2.358615818,-3.073615818,-3.215615818,-3.308615818,-3.232615818,-3.474615818,-5.202615818
44.56871418,0.54730026,5217.314161,1.991765057,1.257765057,0.942765057,-0.318234943,-0.794234943,-0.957234943,-0.969234943,-0.940234943,-1.006234943,-4.397234943
44.56871418,0.54730026,5217.314161,1.976765057,1.244765057,0.857765057,-0.318234943,-0.794234943,-0.957234943,-0.969234943,-0.940234943,-1.006234943,-4.397234943
44.5827978,0.578567394,372.58855,8.852852478,7.811852478,7.281852478,5.823852478,5.232852478,4.989852478,4.859852478,4.798852478,4.382852478,1.315852478
44.58252187,0.581456907,858.4140766,7.040515846,5.999515846,5.469515846,4.705515846,4.252515846,4.141515846,4.062515846,4.141515846,3.109515846,-0.601484154
44.59044195,0.597530717,411.1028685,6.208247464,5.593247464,5.419247464,4.261247464,3.909247464,3.826247464,3.796247464,3.845247464,3.398247464,1.249247464
44.59044195,0.597530717,411.1028685,6.207247464,5.572247464,5.362247464,4.261247464,3.909247464,3.826247464,3.796247464,3.845247464,3.398247464,1.249247464
44.59044195,0.597530717,411.1028685,6.266247464,5.535247464,5.301247464,4.261247464,3.909247464,3.826247464,3.796247464,3.845247464,3.398247464,1.249247464
44.523682,0.593840711,473.5675204,5.230090457,4.715090457,4.554090457,3.538090457,3.285090457,3.211090457,3.155090457,3.198090457,3.132090457,0.931090457
44.47702322,0.598091856,1675.578019,5.962176728,5.451176728,5.205176728,4.166176728,3.979176728,3.868176728,3.856176728,3.897176728,1.676176728,-2.540823272
44.49228686,0.594396828,1983.588089,6.143742541,5.602742541,5.480742541,4.363742541,4.258742541,4.523742541,4.146742541,4.210742541,1.405742541,-2.385257459
44.55751277,0.644362906,2078.094102,4.206673951,3.507673951,3.331673951,2.262673951,1.891673951,1.785673951,1.766673951,1.818673951,0.743673951,-2.335326049
44.55751277,0.644362906,2078.094102,4.169673951,3.540673951,3.331673951,2.262673951,1.891673951,1.785673951,1.766673951,1.818673951,0.743673951,-2.335326049
44.55751277,0.644362906,2078.094102,4.159673951,3.503673951,3.254673951,2.262673951,1.891673951,1.785673951,1.766673951,1.818673951,0.743673951,-2.335326049
44.41498584,0.567891265,92.01666123,5.589667645,5.078667645,4.919667645,3.996667645,3.651667645,3.538667645,3.499667645,3.561667645,3.489667645,3.242667645
44.41498584,0.567891265,92.01666123,5.579667645,5.108667645,4.947667645,3.996667645,3.651667645,3.538667645,3.499667645,3.561667645,3.489667645,3.242667645
44.34766539,0.599227993,539.7576643,7.307005911,6.374005911,5.787005911,4.567005911,3.950005911,3.824005911,3.764005911,3.795005911,3.861005911,0.458005911
44.34766539,0.599227993,539.7576643,7.312005911,6.277005911,5.899005911,4.567005911,3.950005911,3.824005911,3.764005911,3.795005911,3.861005911,0.458005911
44.34766539,0.599227993,539.7576643,7.367005911,6.320005911,5.910005911,4.567005911,3.950005911,3.824005911,3.764005911,3.795005911,3.861005911,0.458005911
44.36106018,0.599926586,599.5907035,7.964725547,7.461725547,7.148725547,4.469725547,3.953725547,3.875725547,3.829725547,3.887725547,3.392725547,0.497725547
44.36106018,0.599926586,599.5907035,8.013725547,7.486725547,7.263725547,4.469725547,3.953725547,3.875725547,3.829725547,3.887725547,3.392725547,0.497725547
44.36106018,0.599926586,599.5907035,6.819725547,5.926725547,5.739725547,4.469725547,3.953725547,3.875725547,3.829725547,3.887725547,3.392725547,0.497725547
44.36106018,0.599926586,599.5907035,6.796725547,5.941725547,5.657725547,4.469725547,3.953725547,3.875725547,3.829725547,3.887725547,3.392725547,0.497725547
44.36106018,0.599926586,599.5907035,6.811725547,5.913725547,5.600725547,4.469725547,3.953725547,3.875725547,3.829725547,3.887725547,3.392725547,0.497725547
44.36022594,0.607199633,1829.704456,5.542095271,5.039095271,4.726095271,3.913095271,3.549095271,3.308095271,3.425095271,3.587095271,1.305095271,-2.664904729
44.36022594,0.607199633,1829.704456,5.591095271,5.064095271,4.841095271,3.913095271,3.549095271,3.308095271,3.425095271,3.587095271,1.305095271,-2.664904729
44.36022594,0.607199633,1829.704456,4.397095271,3.504095271,3.317095271,3.913095271,3.549095271,3.308095271,3.425095271,3.587095271,1.305095271,-2.664904729
44.36022594,0.607199633,1829.704456,4.374095271,3.519095271,3.235095271,3.913095271,3.549095271,3.308095271,3.425095271,3.587095271,1.305095271,-2.664904729
44.36022594,0.607199633,1829.704456,4.389095271,3.491095271,3.178095271,3.913095271,3.549095271,3.308095271,3.425095271,3.587095271,1.305095271,-2.664904729
44.3680674,0.621019244,755.0868483,3.72301547,3.24901547,3.10201547,2.20001547,1.94101547,1.83901547,1.79801547,1.83401547,1.83901547,-0.38598453
44.38278142,0.643407607,2208.697497,5.261318805,4.781318805,4.517318805,3.816318805,3.456318805,3.386318805,3.261318805,3.189318805,1.201318805,-2.538681195
44.41425154,0.657125021,744.6369529,7.161277078,6.405277078,6.084277078,4.981277078,4.398277078,4.334277078,4.307277078,4.339277078,2.652277078,-0.116722922
44.41425154,0.657125021,744.6369529,7.206277078,6.399277078,6.101277078,4.981277078,4.398277078,4.334277078,4.307277078,4.339277078,2.652277078,-0.116722922
44.42873087,0.680498291,1548.603028,4.668299479,3.862299479,3.768299479,2.575299479,2.112299479,1.948299479,1.963299479,2.033299479,1.699299479,-2.000700521
44.42873087,0.680498291,1548.603028,4.580299479,3.915299479,3.548299479,2.575299479,2.112299479,1.948299479,1.963299479,2.033299479,1.699299479,-2.000700521
44.42873087,0.680498291,1548.603028,4.646299479,3.913299479,3.662299479,2.575299479,2.112299479,1.948299479,1.963299479,2.033299479,1.699299479,-2.000700521
44.66669506,0.667567374,603.7815844,5.269600686,4.611600686,4.377600686,7.738600686,7.000600686,6.557600686,6.368600686,6.227600686,3.883600686,0.428600686
44.6750196,0.67535076,1363.522334,3.50068872,2.84268872,2.60868872,1.53468872,1.07768872,1.01368872,0.94968872,1.00368872,1.48268872,-1.68231128
44.60769353,0.656864275,952.5350279,7.132595224,6.377595224,6.020595224,4.893595224,4.466595224,4.302595224,4.307595224,4.438595224,2.843595224,-0.740404776
44.60769353,0.656864275,952.5350279,7.154595224,6.357595224,5.994595224,4.893595224,4.466595224,4.302595224,4.307595224,4.438595224,2.843595224,-0.740404776
44.6257071,0.669815923,1506.400705,6.762297449,6.079297449,5.858297449,4.802297449,4.650297449,4.208297449,4.279297449,4.538297449,1.903297449,-1.556702551
44.6257071,0.669815923,1506.400705,6.677297449,6.084297449,6.404297449,4.802297449,4.650297449,4.208297449,4.279297449,4.538297449,1.903297449,-1.556702551
44.67798693,0.699507398,830.2996159,4.271825815,3.778825815,3.625825815,2.713825815,2.415825815,2.338825815,2.293825815,2.334825815,2.055825815,-0.550174185
44.62290407,0.710535318,2074.833115,5.514084146,5.190084146,4.715084146,4.066084146,4.036084146,3.479084146,3.684084146,3.703084146,1.184084146,-2.319915854
44.62000037,0.717196939,551.0766168,8.392940083,8.068940083,7.593940083,6.444940083,5.762940083,5.387940083,5.219940083,5.158940083,4.006940083,0.357940083
44.62428134,0.718289845,863.1360545,7.418603709,7.094603709,6.619603709,7.244603709,6.338603709,5.944603709,5.638603709,5.494603709,2.639603709,-0.399396291
44.73783905,0.707398084,600.0304528,8.576133539,7.285133539,6.881133539,5.436133539,4.788133539,4.607133539,4.529133539,4.618133539,3.668133539,0.157133539
44.73783905,0.707398084,600.0304528,8.555133539,7.278133539,6.871133539,5.436133539,4.788133539,4.607133539,4.529133539,4.618133539,3.668133539,0.157133539
44.73783905,0.707398084,600.0304528,8.674133539,7.381133539,6.752133539,5.436133539,4.788133539,4.607133539,4.529133539,4.618133539,3.668133539,0.157133539
44.71215963,0.702849746,1545.96374,3.982003483,3.486003483,3.256003483,2.286003483,1.938003483,1.883003483,1.819003483,1.844003483,1.779003483,-1.877996517
44.71215963,0.702849746,1545.96374,3.944003483,3.429003483,3.213003483,2.286003483,1.938003483,1.883003483,1.819003483,1.844003483,1.779003483,-1.877996517
44.71215963,0.702849746,1545.96374,3.968003483,3.455003483,3.262003483,2.286003483,1.938003483,1.883003483,1.819003483,1.844003483,1.779003483,-1.877996517
44.75502482,0.737815711,1906.375825,6.29195739,5.70995739,5.17995739,4.73295739,4.24595739,4.02195739,4.13995739,4.22195739,1.29795739,-2.22704261
44.72097923,0.740756891,936.5432304,7.066360855,5.861360855,5.388360855,4.481360855,3.986360855,3.961360855,3.829360855,3.877360855,2.682360855,-0.545639145
44.72097923,0.740756891,936.5432304,6.619360855,5.844360855,5.609360855,4.481360855,3.986360855,3.961360855,3.829360855,3.877360855,2.682360855,-0.545639145
44.72097923,0.740756891,936.5432304,6.649360855,5.807360855,5.693360855,4.481360855,3.986360855,3.961360855,3.829360855,3.877360855,2.682360855,-0.545639145
44.71643069,0.744986967,507.896389,8.395124374,7.190124374,6.717124374,5.289124374,4.641124374,4.521124374,4.411124374,4.464124374,4.150124374,0.500124374
44.71643069,0.744986967,507.896389,7.948124374,7.173124374,6.938124374,5.289124374,4.641124374,4.521124374,4.411124374,4.464124374,4.150124374,0.500124374
44.71643069,0.744986967,507.896389,7.978124374,7.136124374,7.022124374,5.289124374,4.641124374,4.521124374,4.411124374,4.464124374,4.150124374,0.500124374
44.74563609,0.75498228,401.2502552,8.350923392,7.243923392,6.821923392,5.422923392,4.790923392,4.661923392,4.615923392,4.655923392,4.341923392,1.170923392
44.56952368,0.689953213,1830.8058,3.716788602,2.992788602,2.738788602,1.564788602,1.030788602,0.937788602,0.910788602,0.945788602,0.830788602,-2.183211398
44.56952368,0.689953213,1830.8058,3.715788602,3.003788602,2.727788602,1.564788602,1.030788602,0.937788602,0.910788602,0.945788602,0.830788602,-2.183211398
44.56952368,0.689953213,1830.8058,3.756788602,2.920788602,2.746788602,1.564788602,1.030788602,0.937788602,0.910788602,0.945788602,0.830788602,-2.183211398
44.5477325,0.704238592,1933.289625,6.113515398,5.360515398,5.601515398,4.170515398,3.852515398,3.701515398,3.669515398,3.925515398,1.062515398,-2.289484602
44.6477005,0.740813615,1085.43317,4.960984554,4.383984554,4.116984554,6.098984554,5.814984554,5.642984554,5.385984554,5.537984554,2.610984554,-1.006015446
44.6477005,0.740813615,1085.43317,4.900984554,4.392984554,4.223984554,6.098984554,5.814984554,5.642984554,5.385984554,5.537984554,2.610984554,-1.006015446
44.6477005,0.740813615,1085.43317,4.937984554,4.307984554,4.196984554,6.098984554,5.814984554,5.642984554,5.385984554,5.537984554,2.610984554,-1.006015446
44.6477005,0.740813615,1085.43317,4.916984554,4.367984554,4.271984554,6.098984554,5.814984554,5.642984554,5.385984554,5.537984554,2.610984554,-1.006015446
44.64582572,0.746559109,1096.518914,4.938919364,4.361919364,4.094919364,3.257919364,2.917919364,2.858919364,2.818919364,2.863919364,1.854919364,-1.493080636
44.64582572,0.746559109,1096.518914,4.878919364,4.370919364,4.201919364,3.257919364,2.917919364,2.858919364,2.818919364,2.863919364,1.854919364,-1.493080636
44.64582572,0.746559109,1096.518914,4.915919364,4.285919364,4.174919364,3.257919364,2.917919364,2.858919364,2.818919364,2.863919364,1.854919364,-1.493080636
44.64582572,0.746559109,1096.518914,4.894919364,4.345919364,4.249919364,3.257919364,2.917919364,2.858919364,2.818919364,2.863919364,1.854919364,-1.493080636
44.58054799,0.741581427,1539.973148,4.976434259,4.368434259,4.371434259,3.318434259,3.034434259,2.867434259,2.845434259,2.835434259,1.387434259,-1.646565741
44.58054799,0.741581427,1539.973148,4.971434259,4.460434259,4.294434259,3.318434259,3.034434259,2.867434259,2.845434259,2.835434259,1.387434259,-1.646565741
44.58054799,0.741581427,1539.973148,5.013434259,4.449434259,4.242434259,3.318434259,3.034434259,2.867434259,2.845434259,2.835434259,1.387434259,-1.646565741
44.68492369,0.788454248,691.8499063,6.259940568,5.552940568,5.415940568,4.313940568,3.867940568,3.765940568,3.748940568,3.770940568,3.293940568,-0.218059432
44.68492369,0.788454248,691.8499063,6.162940568,5.538940568,5.362940568,4.313940568,3.867940568,3.765940568,3.748940568,3.770940568,3.293940568,-0.218059432
44.68492369,0.788454248,691.8499063,6.146940568,5.524940568,5.286940568,4.313940568,3.867940568,3.765940568,3.748940568,3.770940568,3.293940568,-0.218059432
44.68492369,0.788454248,691.8499063,6.210940568,5.535940568,5.317940568,4.313940568,3.867940568,3.765940568,3.748940568,3.770940568,3.293940568,-0.218059432
44.68894016,0.795180428,1093.472732,5.265960213,4.558960213,4.421960213,5.677960213,5.114960213,4.917960213,4.973960213,5.026960213,2.202960213,-1.026039787
44.68894016,0.795180428,1093.472732,5.168960213,4.544960213,4.368960213,5.677960213,5.114960213,4.917960213,4.973960213,5.026960213,2.202960213,-1.026039787
44.68894016,0.795180428,1093.472732,5.152960213,4.530960213,4.292960213,5.677960213,5.114960213,4.917960213,4.973960213,5.026960213,2.202960213,-1.026039787
44.68894016,0.795180428,1093.472732,5.216960213,4.541960213,4.323960213,5.677960213,5.114960213,4.917960213,4.973960213,5.026960213,2.202960213,-1.026039787
44.70407827,0.795366354,660.4179303,7.451905721,6.533905721,6.205905721,4.981905721,4.400905721,4.409905721,4.239905721,4.262905721,3.256905721,-0.314094279
44.70928889,0.829020753,640.6734403,8.801816399,7.471816399,6.768816399,5.698816399,5.022816399,4.800816399,4.708816399,4.726816399,3.600816399,0.084816399
44.6781564,0.810970364,2442.347417,5.180962794,4.697962794,4.299962794,3.695962794,3.292962794,2.926962794,3.168962794,3.300962794,0.851962794,-2.869037206
44.6781564,0.810970364,2442.347417,5.204962794,4.779962794,4.228962794,3.695962794,3.292962794,2.926962794,3.168962794,3.300962794,0.851962794,-2.869037206
44.68453842,0.816252222,532.5800816,8.488075401,8.005075401,7.607075401,7.887075401,7.365075401,6.761075401,6.939075401,6.778075401,4.221075401,0.623075401
44.68453842,0.816252222,532.5800816,8.512075401,8.087075401,7.536075401,7.887075401,7.365075401,6.761075401,6.939075401,6.778075401,4.221075401,0.623075401
44.69229834,0.850016045,569.4358354,5.330776028,4.841776028,4.685776028,3.770776028,3.461776028,3.377776028,3.329776028,3.343776028,3.342776028,0.514776028
44.61664823,0.845651229,1184.056488,4.758137891,4.236137891,4.084137891,4.276137891,3.823137891,3.679137891,3.632137891,3.593137891,1.978137891,-1.102862109
44.61664823,0.845651229,1184.056488,4.754137891,4.199137891,4.102137891,4.276137891,3.823137891,3.679137891,3.632137891,3.593137891,1.978137891,-1.102862109
44.61664823,0.845651229,1184.056488,4.721137891,4.241137891,4.082137891,4.276137891,3.823137891,3.679137891,3.632137891,3.593137891,1.978137891,-1.102862109
44.61895004,0.846684788,1106.255748,4.905722299,4.383722299,4.231722299,3.456722299,3.185722299,3.046722299,3.063722299,3.085722299,2.434722299,-1.139277701
44.61895004,0.846684788,1106.255748,4.901722299,4.346722299,4.249722299,3.456722299,3.185722299,3.046722299,3.063722299,3.085722299,2.434722299,-1.139277701
44.61895004,0.846684788,1106.255748,4.868722299,4.388722299,4.229722299,3.456722299,3.185722299,3.046722299,3.063722299,3.085722299,2.434722299,-1.139277701
44.63550516,0.873056428,592.8885326,8.265134748,7.249134748,6.969134748,7.046134748,6.263134748,6.168134748,6.017134748,5.986134748,3.606134748,-0.134865252
44.63550516,0.873056428,592.8885326,8.121134748,7.229134748,6.861134748,7.046134748,6.263134748,6.168134748,6.017134748,5.986134748,3.606134748,-0.134865252
44.63014532,0.874939314,894.6931116,7.371629532,6.355629532,6.075629532,4.760629532,4.135629532,4.047629532,4.025629532,4.063629532,2.420629532,-0.421370468
44.63014532,0.874939314,894.6931116,7.227629532,6.335629532,5.967629532,4.760629532,4.135629532,4.047629532,4.025629532,4.063629532,2.420629532,-0.421370468
45.03368207,0.631151696,1481.962989,4.097813212,3.601813212,3.444813212,5.234813212,4.541813212,4.201813212,4.398813212,4.373813212,1.404813212,-1.885186788
45.03368207,0.631151696,1481.962989,4.100813212,3.559813212,3.408813212,5.234813212,4.541813212,4.201813212,4.398813212,4.373813212,1.404813212,-1.885186788
45.03368207,0.631151696,1481.962989,4.088813212,3.554813212,3.404813212,5.234813212,4.541813212,4.201813212,4.398813212,4.373813212,1.404813212,-1.885186788
45.03957139,0.637029297,1097.442209,4.750091702,4.254091702,4.097091702,3.148091702,2.814091702,2.749091702,2.649091702,2.648091702,1.752091702,-0.996908298
45.03957139,0.637029297,1097.442209,4.753091702,4.212091702,4.061091702,3.148091702,2.814091702,2.749091702,2.649091702,2.648091702,1.752091702,-0.996908298
45.03957139,0.637029297,1097.442209,4.741091702,4.207091702,4.057091702,3.148091702,2.814091702,2.749091702,2.649091702,2.648091702,1.752091702,-0.996908298
45.03865846,0.646133412,1515.749889,4.048862274,3.552862274,3.395862274,4.768862274,4.113862274,3.940862274,3.938862274,4.000862274,1.185862274,-1.742137726
45.03865846,0.646133412,1515.749889,4.051862274,3.510862274,3.359862274,4.768862274,4.113862274,3.940862274,3.938862274,4.000862274,1.185862274,-1.742137726
45.03865846,0.646133412,1515.749889,4.039862274,3.505862274,3.355862274,4.768862274,4.113862274,3.940862274,3.938862274,4.000862274,1.185862274,-1.742137726
44.97791913,0.642222627,681.4981131,8.312676711,7.062676711,6.659676711,5.280676711,4.692676711,4.444676711,4.456676711,4.548676711,3.093676711,-0.013323289
44.97851572,0.617639991,437.647759,4.778376455,4.238376455,4.059376455,3.104376455,2.776376455,2.650376455,2.605376455,2.644376455,2.644376455,0.620376455
45.00318493,0.65802993,2648.929404,4.305648079,3.855648079,3.633648079,2.679648079,2.433648079,2.232648079,2.294648079,2.383648079,0.053648079,-3.166351921
45.04644092,0.663949091,2677.921447,5.033010833,4.501010833,4.361010833,3.425010833,3.412010833,2.949010833,3.179010833,3.199010833,0.649010833,-3.137989167
45.0596398,0.676901694,1550.117676,4.691176657,4.281176657,3.937176657,3.076176657,2.754176657,2.634176657,2.607176657,2.657176657,1.509176657,-2.195823343
45.0596398,0.676901694,1550.117676,4.793176657,4.270176657,4.092176657,3.076176657,2.754176657,2.634176657,2.607176657,2.657176657,1.509176657,-2.195823343
45.02896244,0.675311071,389.2269774,9.024985332,7.804985332,7.279985332,7.531985332,7.030985332,6.528985332,6.550985332,6.383985332,4.644985332,0.358985332
45.02287284,0.683106669,308.8417786,9.527319776,8.307319776,7.782319776,6.581319776,5.993319776,5.805319776,5.673319776,5.575319776,4.472319776,1.047319776
45.02117308,0.683271073,917.7190612,7.162451239,5.942451239,5.417451239,5.037451239,4.425451239,4.274451239,4.276451239,4.304451239,2.671451239,-1.450548761
44.98549156,0.675571752,2411.268471,2.240772163,0.958772163,0.420772163,3.709772163,3.209772163,3.159772163,3.154772163,3.281772163,0.722772163,-3.403227837
44.98549156,0.675571752,2411.268471,5.096772163,4.666772163,4.304772163,3.709772163,3.209772163,3.159772163,3.154772163,3.281772163,0.722772163,-3.403227837
44.97484347,0.675009237,473.3821881,5.775940436,4.493940436,3.955940436,8.012940436,7.321940436,7.385940436,6.991940436,6.580940436,4.373940436,0.763940436
44.98249383,0.677451376,540.1808367,5.489304134,4.207304134,3.669304134,7.818304134,7.233304134,6.544304134,6.657304134,6.270304134,3.827304134,-0.066695866
44.98249383,0.677451376,540.1808367,8.345304134,7.915304134,7.553304134,7.818304134,7.233304134,6.544304134,6.657304134,6.270304134,3.827304134,-0.066695866
44.93841189,0.669560363,179.2492392,8.822713395,7.528713395,6.980713395,5.524713395,4.950713395,4.722713395,4.646713395,4.696713395,4.553713395,2.229713395
45.05699982,0.698152787,986.3655611,6.286810498,5.563810498,5.339810498,4.222810498,3.805810498,3.732810498,3.669810498,3.723810498,2.327810498,-0.931189502
45.05699982,0.698152787,986.3655611,6.367810498,5.564810498,5.440810498,4.222810498,3.805810498,3.732810498,3.669810498,3.723810498,2.327810498,-0.931189502
45.10075126,0.774275862,1022.629565,5.924408278,5.160408278,4.857408278,3.674408278,3.207408278,3.040408278,2.995408278,3.004408278,1.893408278,-1.003591722
45.1113785,0.792423793,263.3230753,10.18255541,8.948555408,8.438555408,6.938555408,6.422555408,6.163555408,6.089555408,6.001555408,5.327555408,1.934555408
45.05866059,0.791513224,550.42267,7.528518437,6.658518437,6.332518437,4.994518437,4.442518437,4.191518437,4.214518437,4.210518437,3.345518437,0.422518437
45.05866059,0.791513224,550.42267,7.581518437,6.672518437,6.296518437,4.994518437,4.442518437,4.191518437,4.214518437,4.210518437,3.345518437,0.422518437
45.05866059,0.791513224,550.42267,8.912518437,8.087518437,7.785518437,4.994518437,4.442518437,4.191518437,4.214518437,4.210518437,3.345518437,0.422518437
45.06006721,0.800515719,1011.907196,6.206296578,5.336296578,5.010296578,5.111296578,4.615296578,4.477296578,4.454296578,4.529296578,2.387296578,-0.743703422
45.06006721,0.800515719,1011.907196,6.259296578,5.350296578,4.974296578,5.111296578,4.615296578,4.477296578,4.454296578,4.529296578,2.387296578,-0.743703422
45.06006721,0.800515719,1011.907196,7.590296578,6.765296578,6.463296578,5.111296578,4.615296578,4.477296578,4.454296578,4.529296578,2.387296578,-0.743703422
45.0733691,0.780336452,1765.975556,6.22707656,5.43207656,5.20907656,4.07807656,3.72507656,3.66607656,3.53607656,3.52807656,0.60007656,-2.61792344
45.07181975,0.788657374,2252.634814,5.698546041,4.903546041,4.680546041,4.573546041,4.026546041,3.370546041,3.751546041,3.581546041,0.790546041,-2.891453959
44.91119939,0.688806258,1499.220746,6.472672084,5.834672084,5.542672084,4.518672084,3.948672084,3.977672084,3.851672084,3.903672084,1.352672084,-1.743327916
44.91592963,0.66962681,1433.866841,5.458455892,5.219455892,4.950455892,5.197455892,4.712455892,4.659455892,4.552455892,4.496455892,1.643455892,-1.639544108
44.91592963,0.66962681,1433.866841,5.499455892,5.166455892,5.002455892,5.197455892,4.712455892,4.659455892,4.552455892,4.496455892,1.643455892,-1.639544108
44.9162234,0.677115808,1701.190859,5.087234798,4.848234798,4.579234798,3.936234798,3.484234798,3.409234798,3.487234798,3.501234798,1.160234798,-2.059765202
44.9162234,0.677115808,1701.190859,5.128234798,4.795234798,4.631234798,3.936234798,3.484234798,3.409234798,3.487234798,3.501234798,1.160234798,-2.059765202
44.984697,0.741681192,1633.805885,5.57899772,5.12699772,4.87599772,4.22399772,3.76999772,3.80799772,3.61499772,3.72499772,1.60699772,-2.41200228
