ALLWISE_RAJ2000,ALLWISE_DEJ2000,ALLWISE_W1mag,ALLWISE_W2mag,ALLWISE_W3mag,ALLWISE_W4mag,ALLWISE_Jmag,ALLWISE_Hmag,ALLWISE_Kmag,APASS_RAJ2000,APASS_DEJ2000,APASS_g'mag,APASS_r'mag,APASS_i'mag,OB star?
0.253041446,0.110027914,0.570170356,0.587118725,0.754217613,0.769826632,0.752312204,0.704814578,0.693856007,0.253041351,0.11002788,0.927007299,1.011389522,0.93512895,0
0.222881288,0.148557482,0.483833584,0.501939951,0.649744622,0.786794541,0.661403113,0.599376019,0.592652544,0.222881298,0.148557298,0.89008158,0.921222475,0.841651263,0
0.244564195,0.075826034,0.700544675,0.722378082,0.888871692,0.836591664,0.940221069,0.871091257,0.857836582,0.244564212,0.075826341,1.236753972,1.315679575,1.202711029,0
0.247768094,0.140503885,0.573878781,0.593087805,0.767296084,0.768258945,0.749981202,0.706658158,0.698993596,0.247767997,0.140503797,0.902189781,0.987661352,0.954757504,0
0.252208006,0.124048652,0.605168617,0.626454963,0.828973843,0.765861306,0.801564027,0.756789336,0.746357942,0.252208138,0.124048933,0.983769858,1.073462415,0.993222428,0
0.250919084,0.092057144,0.472824197,0.488330448,0.630242996,0.699372925,0.625084593,0.58632915,0.576184109,0.250919067,0.092057056,0.816058394,0.843963554,0.783469765,0
0.232872791,0.15406576,0.479487774,0.493822002,0.641773719,0.819900406,0.660350402,0.597674254,0.587937223,0.232872761,0.15406553,0.961700301,0.971146545,0.887421882,0
0.246254182,0.143629226,0.612817244,0.632543425,0.820074292,0.795831796,0.81863298,0.758632915,0.748610036,0.24625431,0.143629915,1.047488192,1.12110858,1.081066807,0
0.215928111,0.134853332,0.482964422,0.500925207,0.64471444,0.741239395,0.65636514,0.597816068,0.590541206,0.21592795,0.134853324,0.896951481,0.932042521,0.856526714,0
0.248544286,0.138667987,0.634893962,0.656598818,0.846618171,0.808373294,0.853372434,0.786002978,0.775212893,0.248544145,0.138667768,1.093602404,1.168659833,1.099022973,0
0.213861015,0.097170382,0.515644918,0.534113293,0.689134809,0.780708226,0.707872772,0.642558321,0.631501161,0.213860891,0.097170476,0.969772435,1.015755505,0.932400317,0
0.252972476,0.116110008,0.462857805,0.481824151,0.611902182,0.658797492,0.6580194,0.585761895,0.574213527,0.252972119,0.1161099,0.968484328,0.993071374,0.888390107,0
0.216322876,0.086651512,0.309189941,0.318987644,0.414332147,0.483308742,0.499135273,0.405658371,0.385037652,0.21632265,0.086651591,0.95826535,0.906416097,0.768066191,0
0.23705685,0.068499322,0.529145903,0.546946815,0.706005262,0.739948359,0.734115347,0.67985535,0.667253149,0.237056481,0.068498534,0.929669386,0.992027335,0.91831705,0
0.214123129,0.127534947,0.527581412,0.542708769,0.707011299,0.757008484,0.705992932,0.656668794,0.645295235,0.214123027,0.127534816,0.907771576,0.98016325,0.897104128,0
0.222174192,0.074338089,0.528856183,0.546767743,0.71173193,0.813445223,0.713437101,0.65652698,0.645787881,0.222174076,0.074338036,0.930012881,0.993356112,0.912595722,0
0.246065136,0.078313088,0.31938811,0.320241151,0.425785482,0.496495758,0.492518234,0.410905481,0.393131114,0.246065062,0.078313116,0.885358523,0.845007593,0.732946043,0
0.217329254,0.083687183,0.340305945,0.347579538,0.453103235,0.53504242,0.500789533,0.433241154,0.415652052,0.217329275,0.083687165,0.807213396,0.803910402,0.717014347,0
0.221681519,0.147123535,0.193881099,0.182952307,0.199349946,0.163408336,0.396120009,0.286605687,0.261805898,0.221681386,0.147123045,1.133361958,1.045368261,0.747469413,0
0.249661105,0.087204256,0.615946228,0.635945801,0.821544653,0.773515308,0.801939995,0.755938453,0.751214019,0.249661039,0.087204364,0.933361958,1.045558087,0.982659977,0
0.236197322,0.153582766,0.544559045,0.562108279,0.730227519,0.805606787,0.725994436,0.672339219,0.665352945,0.236197272,0.15358276,0.919021039,0.994969628,0.918052988,0
0.252790745,0.119233617,0.364758373,0.381006387,0.479028014,0.55818886,0.604932702,0.494008367,0.464775846,0.252790462,0.119233703,1.203606698,1.124335611,0.954493442,0
0.239310852,0.069805866,0.570807741,0.588014087,0.754836713,0.764662486,0.75140988,0.704601858,0.695263565,0.239310898,0.069805057,0.912752254,1.00246773,0.937681542,0
0.25187547,0.126483564,0.622435972,0.64257148,0.836016097,0.825617853,0.817505076,0.764589095,0.757336899,0.251875315,0.126483783,0.961185058,1.062832194,1.138368101,0
0.249138373,0.137192888,0.616931278,0.636244255,0.812722489,0.794725194,0.813143845,0.761327377,0.751917799,0.249138226,0.137192956,0.975611851,1.074601367,1.023941554,0
0.232693111,0.067487953,0.396222042,0.410911479,0.528710726,0.619420878,0.580720355,0.500602709,0.487156028,0.232692945,0.067488011,0.906569343,0.906795748,0.804154564,0
0.214941142,0.091540087,0.536215089,0.555542291,0.710184182,0.73902619,0.758026919,0.670070198,0.656203814,0.214941115,0.091540517,1.124087591,1.130789674,1.006073409,0
0.220109515,0.144754828,0.42235485,0.438906465,0.56701749,0.676042051,0.619445071,0.540806921,0.524948976,0.220109416,0.144753987,0.981365393,0.985003797,0.864976675,0
0.252137686,0.098251893,0.622435972,0.64334746,0.83887943,0.818056068,0.818257012,0.766149046,0.758392568,0.252137621,0.09825193,0.968398454,1.076214882,1.01038641,0
0.219050693,0.14285313,0.583787229,0.602578643,0.779058969,0.766599041,0.767200541,0.71849961,0.709198395,0.219050641,0.142853042,0.937312151,1.026100987,0.952028871,0
0.253118121,0.110671139,0.572661954,0.591416463,0.767296084,0.769734415,0.762538537,0.70729632,0.699767753,0.25311809,0.110670935,0.965221125,1.040622627,0.956429892,0
0.238561236,0.069236945,0.411809016,0.428221811,0.550224423,0.644227222,0.596886984,0.523647451,0.508550918,0.238561008,0.069236957,0.929497638,0.939825361,0.845348121,0
0.221159747,0.146464155,0.55875536,0.576672835,0.74926482,0.762080413,0.752688172,0.694674892,0.683862341,0.221159729,0.146464033,0.982911121,1.048690205,0.958982484,0
0.225815082,0.07027524,0.545312319,0.563421477,0.714595264,0.784581335,0.721407625,0.674537332,0.66619748,0.225814998,0.070275123,0.892228424,0.971526196,0.901329108,0
0.245857284,0.144509304,0.626781782,0.645496329,0.82758087,0.78799336,0.841717422,0.783166702,0.771201351,0.245856616,0.14450911,1.070845857,1.154233106,1.093565707,0
0.21268373,0.113800096,0.490033608,0.505521399,0.650905433,0.740686094,0.649447327,0.604552223,0.598142023,0.212683752,0.113799869,0.847488192,0.879271071,0.82017428,0
0.252837921,0.11908913,0.623131301,0.643705605,0.839266367,0.832441903,0.822467855,0.76721265,0.759377859,0.252837573,0.119089164,1.00936024,1.100892179,1.021917085,0
0.227601907,0.068982573,0.588712481,0.607532979,0.777433834,0.812615271,0.783066396,0.727292066,0.718980928,0.227602033,0.068982668,0.974495492,1.063211845,0.974121996,0
0.242316816,0.072564962,0.533086105,0.551184862,0.712970128,0.749170048,0.722535529,0.661065022,0.650362446,0.242316742,0.072564802,0.95620438,1.01205391,0.924830561,0
0.247426908,0.141515621,0.586684436,0.5957142,0.763813651,0.76872003,0.836228288,0.748067787,0.724048139,0.247426893,0.141515159,1.357921855,1.37253227,1.167238799,0
0.226444739,0.152071428,0.55064318,0.56742076,0.727441573,0.749170048,0.743213775,0.686733319,0.67436132,0.226444698,0.152071425,0.993902963,1.051632498,0.961006954,0
0.24175176,0.150049467,0.410939854,0.430012535,0.551540009,0.658613058,0.593578465,0.51613132,0.506087691,0.241751669,0.150049383,0.911120653,0.918944571,0.927383153,0
0.250982211,0.131088231,0.688492293,0.711275592,0.905819533,0.765492438,0.962779156,0.859675246,0.842353438,0.250982234,0.131087837,1.391412623,1.410971906,1.258956078,0
0.247893138,0.082052747,0.382025727,0.393601146,0.507661353,0.598026558,0.545228965,0.478692477,0.466183405,0.247892908,0.0820527,0.824474023,0.835516325,0.752926679,0
0.247703005,0.140946292,0.633097694,0.654151495,0.832688438,0.786056806,0.837957741,0.785790257,0.775142515,0.24770319,0.140946489,1.031515672,1.125284738,1.046474782,0
0.224470149,0.071452748,0.302642253,0.304244016,0.402491874,0.471412763,0.463568689,0.382542721,0.370680555,0.224469874,0.071452777,0.855388579,0.795463174,0.69245665,0
0.252969115,0.117557106,0.593927454,0.613203605,0.78826807,0.765400221,0.777878036,0.730695597,0.72468154,0.2529688,0.117556964,0.90854444,1.014711465,0.953349177,0
0.213003939,0.103357191,0.517615019,0.53387453,0.689676521,0.773330874,0.697496052,0.640572928,0.631923429,0.213003779,0.103357684,0.905452984,0.973329537,0.888742188,0
0.242982837,0.073320869,0.578224591,0.597385543,0.771552391,0.766230173,0.766523799,0.71346522,0.707087057,0.242982919,0.073320767,0.948046372,1.033883827,0.96021477,0
0.250951067,0.09170965,0.573067563,0.591655226,0.76443275,0.810033198,0.760207534,0.710983479,0.703708917,0.250950986,0.091709219,0.916187205,1.00778284,0.9413784,0
0.242765861,0.149002245,0.614149959,0.633200024,0.811174741,0.814275175,0.810211294,0.756434801,0.747132099,0.242765733,0.149002156,0.964362387,1.066723614,1.065575213,0
0.252769975,0.120216745,0.557017036,0.574762729,0.742067791,0.793434157,0.747199038,0.689073247,0.679006264,0.252769644,0.120216677,0.949763847,1.02088079,0.937593522,0
0.251586328,0.128421252,0.542820721,0.560377246,0.726977248,0.768166728,0.724791338,0.672197405,0.662185938,0.251586367,0.128421414,0.923314727,0.990034169,0.928615439,0
0.247512126,0.081096826,0.493684089,0.509401301,0.655626064,0.788085577,0.659748853,0.611501099,0.604476036,0.247512115,0.081096617,0.837269214,0.904328018,0.841299181,0
0.252235525,0.124692895,0.489048557,0.504148511,0.653227055,0.764939137,0.67523874,0.61490463,0.601097896,0.25223545,0.124692895,0.950708459,0.98547836,0.888214066,0
0.247961652,0.082150443,0.499420559,0.516504507,0.670561833,0.805791221,0.668621701,0.618591789,0.609332113,0.247961632,0.08215019,0.863288965,0.924164768,0.858551184,0
0.238125007,0.068857933,0.552845057,0.570405301,0.739359232,0.828753228,0.727197534,0.682904347,0.674502076,0.238125055,0.068857786,0.867325032,0.96070615,0.90168119,0
0.253091101,0.107609132,0.532274887,0.55172208,0.713357065,0.767244559,0.720655688,0.659221442,0.650995848,0.253091047,0.107608957,0.948303993,1.010820046,0.918141009,0
0.248460818,0.139241406,0.514428091,0.532501641,0.679925708,0.768812246,0.722911497,0.647167269,0.63086776,0.248460691,0.139241313,1.045169601,1.077638573,0.992958366,0
0.237310837,0.153312941,0.577471318,0.59493822,0.763968426,0.810494283,0.768929995,0.714883358,0.704764586,0.237310828,0.153312913,0.975611851,1.055334093,0.972625649,0
0.224558702,0.071294622,0.537316027,0.554945383,0.713589228,0.735983032,0.725618468,0.664610367,0.656555704,0.224558516,0.071294489,0.944267926,1.008921792,0.923598275,0
0.246502133,0.143519004,0.565418936,0.585447383,0.755455812,0.797399484,0.775020678,0.702687371,0.690125976,0.246502049,0.143518914,1.052297123,1.097854973,1.048763313,0
0.243571346,0.148110482,0.502028045,0.519548738,0.669787959,0.751291037,0.681479811,0.626675175,0.617003308,0.243571225,0.148110319,0.921511378,0.967824601,1.047883109,0
0.226933602,0.069253355,0.557248812,0.574523966,0.750038694,0.806344522,0.741709903,0.691838616,0.679639665,0.226933691,0.069253366,0.941434092,1.021545178,0.9413784,0
0.248879516,0.138272297,0.622088307,0.641556736,0.84483826,0.82156031,0.849687946,0.783592144,0.772116264,0.248879478,0.1382721,1.087934736,1.165812453,1.09823079,0
0.253186712,0.113952928,0.493799977,0.511729243,0.6572512,0.746495758,0.683058877,0.614762816,0.603842635,0.25318655,0.113952957,0.941777587,0.988990129,0.897368189,0
0.251875251,0.127173911,0.527465523,0.544201039,0.700742919,0.760881594,0.706970449,0.656243352,0.645576747,0.251875232,0.127174,0.898239588,0.967160213,1.162133615,0
0.218464055,0.141961543,0.529203847,0.545932072,0.708481659,0.813076356,0.711782841,0.657165142,0.646210148,0.218464074,0.141961606,0.916187205,0.982725892,0.900889006,0
0.24341118,0.148363563,0.615656507,0.634632603,0.821002941,0.758760605,0.80908339,0.759909239,0.748891548,0.24341103,0.148363507,0.967282095,1.065299924,1.063902825,0
0.252019192,0.126371443,0.610441534,0.630454247,0.848939793,0.813076356,0.798631476,0.751825853,0.745231895,0.252019143,0.126371418,0.953284672,1.049544419,1.126925447,0
0.216084171,0.086870875,0.519469232,0.538649794,0.694706702,0.762449281,0.714640199,0.641494717,0.633894011,0.216084204,0.086870721,0.965650494,1.013857251,0.923862336,0
0.246825881,0.07944598,0.369509793,0.38273742,0.492725584,0.578845444,0.543875479,0.469120045,0.452881976,0.246825701,0.079446125,0.891799055,0.878037206,0.776780213,0
0.226100115,0.152017127,0.481573763,0.497701904,0.644869215,0.738011804,0.673208512,0.607743033,0.592511788,0.226100119,0.152017191,0.971833405,0.996203493,0.893759352,0
0.248795187,0.138567545,0.626318229,0.648182415,0.835087448,0.780339358,0.84104068,0.771963412,0.761770709,0.248795176,0.13856733,1.085530271,1.157365224,1.089516768,0
0.231965058,0.154381326,0.511299108,0.528442667,0.682402105,0.775912947,0.697345665,0.635680352,0.624956014,0.231964888,0.154381068,0.955689137,0.988230828,0.900448904,0
0.2459969,0.144561262,0.582280681,0.599474721,0.7745705,0.790483217,0.783291977,0.723392186,0.711520867,0.245996791,0.144561373,1.035551739,1.098614275,1.046474782,0
0.246856316,0.142969864,0.651118322,0.671103683,0.841897539,0.798321653,0.916610271,0.816209317,0.799845169,0.246856244,0.142969751,1.356805496,1.368071374,1.220579174,0
0.238755825,0.069116386,0.527465523,0.545633618,0.707939947,0.783013648,0.712609971,0.651918032,0.643887677,0.23875566,0.069116312,0.931644483,0.988420653,0.911363436,0
0.24002,0.070048875,0.520454282,0.537276906,0.697492648,0.761527112,0.691856531,0.644614621,0.636920262,0.240020274,0.070047925,0.87548304,0.952353834,0.878091717,0
0.212705774,0.106221959,0.526654305,0.544678565,0.704070577,0.777572851,0.718249492,0.655888818,0.644239566,0.212705596,0.106221972,0.955431516,1.008447229,0.919197254,0
0.242757478,0.149215813,0.495538301,0.513161822,0.653613992,0.771117669,0.73998045,0.646812735,0.622422408,0.242757246,0.149215948,1.219063976,1.198177677,1.11706716,0
0.222686812,0.148808158,0.544269324,0.561988898,0.719393283,0.797122833,0.725844048,0.677728143,0.666971638,0.222686684,0.148807989,0.932760842,1.00246773,0.923422234,0
0.232749086,0.067170257,0.550295515,0.567957978,0.731156168,0.780523792,0.735318445,0.682478905,0.671898093,0.232748995,0.067169969,0.938256763,1.005789674,0.932840419,0
0.213998341,0.095273519,0.533028161,0.550110428,0.717922922,0.802286979,0.717723137,0.663192229,0.654092477,0.21399825,0.095273561,0.920996136,0.985668185,0.913387906,0
0.21284997,0.103963088,0.567446981,0.584790784,0.759944281,0.832441903,0.750657944,0.699425654,0.692589204,0.212849879,0.10396339,0.932932589,1.016135156,0.940586216,0
0.247880999,0.140882161,0.605632171,0.624604548,0.81775267,0.80818886,0.805850064,0.751542225,0.740938842,0.247880843,0.140882005,1.01322456,1.097665148,1.040665434,0
0.253055932,0.117911662,0.530884228,0.548080941,0.70368364,0.780708226,0.707947966,0.657519677,0.64719544,0.25305547,0.117911734,0.889909833,0.963553531,0.890326556,0
0.250892666,0.131979806,0.235716769,0.223661434,0.271629779,0.272962007,0.471088052,0.355385379,0.310014779,0.250892517,0.131979285,1.194589953,1.05134776,1.081770971,0
0.245865548,0.144882526,0.650365048,0.671342446,0.87881133,0.820453707,0.871719678,0.807062327,0.793018509,0.24586545,0.144882612,1.124774581,1.203208049,1.12754159,0
0.248047036,0.140560503,0.539286128,0.559720647,0.71800031,0.760420509,0.759530792,0.675884564,0.660285734,0.248046899,0.140560421,1.105538858,1.130884586,1.040137312,0
0.24861013,0.139212443,0.58407695,0.602459261,0.783856988,0.80016599,0.769155576,0.720697724,0.711661623,0.248610326,0.139212381,0.940918849,1.029612756,0.984948508,0
0.25138219,0.129988661,0.469231661,0.486420343,0.624748491,0.712375507,0.651928716,0.586683684,0.574072771,0.251382269,0.129988641,0.912838128,0.956909643,1.140040489,0
0.24575727,0.145106826,0.575732993,0.594102549,0.773332302,0.804223534,0.770734642,0.714245196,0.704694208,0.245757124,0.145106949,0.99725204,1.066818527,1.008890062,0
0.253247309,0.114346144,0.533375826,0.551423626,0.71382139,0.758668388,0.715166554,0.66063958,0.652121895,0.253247106,0.114346034,0.912752254,0.977790433,0.900800986,0
0.250786483,0.132488563,0.571387183,0.588730377,0.717768147,0.621634083,0.754868787,0.710770758,0.700471532,0.250786426,0.132488383,0.921167883,1.002088079,0.966904322,0
0.223579355,0.072094848,0.511936493,0.527726377,0.685884538,0.74612689,0.684036394,0.636460328,0.62643395,0.223579248,0.072094768,0.905882353,0.965072134,0.886189596,0
0.231975825,0.067144132,0.377853749,0.395690324,0.505262343,0.590649207,0.575381608,0.488619443,0.468576254,0.231975632,0.067144361,0.983340489,0.959377373,0.829856527,0
0.240828523,0.151245358,0.638312667,0.658031397,0.862018263,0.799059388,0.833521317,0.783946678,0.777887255,0.24082846,0.151245205,0.995362817,1.101651481,1.047971129,0
0.248505283,0.083135148,0.484007417,0.499910464,0.645643089,0.790298783,0.641702384,0.597036092,0.591526497,0.248505166,0.083135211,0.801116359,0.868166287,0.806795176,0
0.246822133,0.143213628,0.604241511,0.625141766,0.789351494,0.764109185,0.823520565,0.757923846,0.749243437,0.246821951,0.143213107,1.076599399,1.139236902,1.050435701,0
0.241521622,0.150638981,0.589349867,0.607891124,0.791905278,0.813076356,0.785547786,0.738211728,0.727637413,0.24152161,0.150639043,0.962301417,1.056188307,1.047531027,0
0.248423597,0.139775751,0.624695793,0.645317257,0.831218078,0.803393582,0.823219791,0.771183436,0.76205222,0.248423504,0.139775675,0.989523401,1.09102126,1.047002905,0
0.222078201,0.07389762,0.507822459,0.525279054,0.682711655,0.760604943,0.689450335,0.631567752,0.621789007,0.222078076,0.073897553,0.913610992,0.969722855,0.888126045,0
0.246268389,0.144320468,0.626550006,0.647764579,0.851570964,0.808281077,0.845176329,0.776926895,0.763811669,0.246268281,0.144320501,1.104765994,1.173025816,1.101223484,0
0.231100993,0.067202441,0.651813652,0.646152928,0.705927875,0.611674659,0.966689225,0.85683897,0.809416567,0.231101079,0.067202556,1.449291541,1.506454062,1.320218291,0
0.212514744,0.108771513,0.442055858,0.458186593,0.59379353,0.709055699,0.599593954,0.549953911,0.54247308,0.212514649,0.108771266,0.826792615,0.844817768,0.770618784,0
0.25324331,0.115586215,0.624637849,0.644004059,0.83887943,0.809664331,0.827881796,0.772388853,0.76409318,0.253243114,0.115586277,1.007041649,1.104498861,1.025349881,0
0.243359587,0.148694692,0.564433886,0.583179132,0.749961306,0.766230173,0.741709903,0.696305751,0.687451615,0.243359402,0.148694572,0.912752254,0.986712225,0.986356835,0
0.213461883,0.098027781,0.548325414,0.565630036,0.732007429,0.806805607,0.733288217,0.683187974,0.672742628,0.213461871,0.098027755,0.916444826,0.996488231,0.919373295,0
0.242236177,0.072005488,0.583033955,0.601802662,0.784476087,0.759406123,0.768704414,0.720485003,0.709761419,0.242236106,0.072005413,0.929583512,1.023158694,0.955021565,0
0.250974393,0.131984466,0.569475026,0.587655942,0.757235722,0.758852822,0.759530792,0.711976175,0.701386445,0.250974512,0.131983904,0.925032203,1.009491268,0.971217322,0
0.241965725,0.071693262,0.669081006,0.690861338,0.903652685,0.775451863,0.944055944,0.87399844,0.835104511,0.241965555,0.071693217,1.142035208,1.226746393,1.129213978,0
0.2526448,0.122985626,0.568895585,0.586879962,0.754836713,0.828476577,0.752688172,0.701552861,0.69308185,0.252644572,0.122985528,0.935852297,1.018033409,0.941818502,0
0.252816781,0.101735958,0.457526944,0.476451979,0.612676056,0.737642936,0.650575231,0.574913139,0.562812302,0.252816663,0.101736054,0.941863461,0.973139711,0.888566147,0
0.246785201,0.14343259,0.642252868,0.664597386,0.854511685,0.817133899,0.862470862,0.798908034,0.787388275,0.246785279,0.143432807,1.100729927,1.177961276,1.09198134,0
0.248001374,0.081682014,0.522540271,0.539366084,0.695016251,0.773054224,0.700428604,0.646883642,0.637412907,0.248001378,0.08168179,0.872133963,0.947513288,0.884253147,0
0.215090674,0.089841997,0.046702978,0.062496269,0.175282464,0.19863519,0.29799233,0.207544494,0.179745232,0.215090292,0.089842081,0.768656076,0.700265756,0.534195933,0
0.216625242,0.08471317,0.385965929,0.400226825,0.516251354,0.605035042,0.572599444,0.492306601,0.472939686,0.216625122,0.084713046,0.941262344,0.929574791,0.822902913,0
0.252044862,0.096028087,0.616004172,0.636781472,0.823169788,0.77047215,0.825851568,0.764801815,0.756492364,0.252044562,0.096028393,1.017518248,1.111712225,1.033799842,0
0.247751885,0.081032972,0.600011589,0.619948666,0.809085281,0.791313169,0.784795849,0.737573566,0.729044971,0.247751932,0.08103269,0.936711035,1.038059985,0.967608485,0
0.248226035,0.082136138,0.601344304,0.620426192,0.805602848,0.788454445,0.785547786,0.740126214,0.732000845,0.248226025,0.082135909,0.931644483,1.036731207,0.969544934,0
0.24755421,0.141979074,0.538416966,0.558825285,0.718696796,0.784581335,0.771486578,0.679429909,0.663663875,0.247554114,0.141978997,1.172005152,1.181188307,1.075081419,0
0.245381662,0.146013601,0.521033723,0.538649794,0.694551927,0.784765769,0.705616964,0.647450897,0.638116687,0.245381528,0.146013499,0.933533705,0.984529233,0.968488689,0
0.226122779,0.15240179,0.544559045,0.561750134,0.730691843,0.788731096,0.725919242,0.674466426,0.664649166,0.226122733,0.15240192,0.965049377,1.02372817,0.93715342,0
0.253240697,0.117131278,0.542531,0.560436937,0.719857607,0.771578753,0.711858034,0.668864781,0.662256316,0.253240307,0.117131175,0.863288965,0.944570995,0.886453657,0
0.249141731,0.138219195,0.636864063,0.656121292,0.859309704,0.805791221,0.861192571,0.789548323,0.779505947,0.249141668,0.138219087,1.092486046,1.173785118,1.08168295,0
0.248113492,0.140802077,0.706165257,0.729481287,0.949620802,0.808649945,0.991578314,0.88910161,0.870082342,0.24811324,0.140801387,1.412881065,1.443526955,1.299709533,0
0.213531471,0.097107417,0.539575849,0.556557035,0.722643554,0.780154924,0.726069629,0.668368432,0.657892885,0.213531451,0.097107475,0.94572778,1.012433561,0.926326908,0
0.233930693,0.066914328,0.551744119,0.569689011,0.735876799,0.790944301,0.737649447,0.683684322,0.672109227,0.233930485,0.066914303,0.927608416,0.999715262,0.926326908,0
0.249933491,0.086906362,0.540792676,0.558944667,0.71978022,0.810494283,0.70554177,0.666666667,0.662397072,0.249933392,0.086905661,0.864147703,0.921507213,0.87237039,0
0.246771175,0.143637131,0.599663924,0.619650212,0.796471134,0.769642198,0.797353184,0.741757073,0.732000845,0.246771035,0.143637187,0.990897381,1.07365224,1.041721679,0
0.240623469,0.151696484,0.532854328,0.55022981,0.714750039,0.806344522,0.705015415,0.658937815,0.649658667,0.240623422,0.151696221,0.878402748,0.951309795,0.886277616,0
0.218614247,0.142853009,0.541082397,0.558108995,0.722411391,0.754426411,0.730054891,0.670779267,0.660848758,0.218614223,0.142853017,0.969514813,1.026955201,0.934688848,0
0.252805769,0.100966602,0.625796732,0.64483973,0.843135738,0.8040391,0.818482593,0.768772602,0.76240411,0.252805629,0.100966803,0.963847145,1.071848899,1.009418185,0
0.213592507,0.096628883,0.509386951,0.525398436,0.677062374,0.804131317,0.694413114,0.63114231,0.617214442,0.213592522,0.096628905,0.953284672,1.005694761,0.908546783,0
0.217967873,0.081050218,0.272974852,0.280845222,0.363333849,0.421800074,0.457929168,0.366234135,0.339714266,0.21796762,0.0810504,0.988664663,0.937737282,0.757151659,0
0.223627297,0.150273229,0.456715726,0.473467439,0.608651911,0.706289192,0.656214753,0.581649294,0.567949891,0.223627165,0.150273064,0.937312151,0.957668945,0.857230878,0
0.248101527,0.140901601,0.256286939,0.245866412,0.285017799,0.317041682,0.541694864,0.406651067,0.343514674,0.248101334,0.140900873,1.461657364,1.234339408,1.00008802,0
0.214487176,0.092009735,0.480646657,0.498000358,0.643631017,0.769457765,0.663583728,0.598241509,0.585473995,0.214486893,0.092009462,0.913439244,0.953018223,0.869025614,0
0.246480357,0.144237308,0.541893615,0.539724228,0.636124439,0.692456658,0.787653207,0.723888534,0.698360194,0.246480238,0.144237461,1.094117647,1.139236902,1.064695009,0
0.24636665,0.144461844,0.500463553,0.521160389,0.666924625,0.791958687,0.724340176,0.636885769,0.615525371,0.246366564,0.14446178,1.145899528,1.136958998,1.027814453,0
0.216407056,0.085086039,0.547977749,0.565689727,0.731310943,0.803209148,0.724189789,0.681769836,0.669012598,0.216407044,0.085085853,0.879089738,0.966875475,0.904849925,0
0.228652399,0.067759304,0.65697068,0.681788336,0.880513852,0.812246404,0.911421911,0.820676452,0.806319938,0.22865233,0.067759516,1.280120223,1.32222855,1.189067864,0
0.245588211,0.076474747,0.544501101,0.561272608,0.727441573,0.773054224,0.727498308,0.67574275,0.664297276,0.245588319,0.076474834,0.934821812,1.006169324,0.928703459,0
0.229118274,0.067541101,0.56043574,0.577508506,0.738740133,0.75682405,0.750206782,0.696802099,0.686747836,0.229118161,0.067540986,0.954916273,1.032839787,0.951764809,0
0.233491612,0.154879754,0.308726388,0.26431087,0.137362637,-0.073312431,0.595984661,0.500602709,0.434442959,0.233491507,0.154879489,0.967110348,1.00531511,0.914708212,0
0.252972199,0.102136055,0.705527871,0.726317674,0.9115462,0.812430837,0.947740432,0.87286393,0.863396439,0.252972005,0.102136241,1.221039073,1.305713743,1.198221988,0
0.233862849,0.066791331,0.553540387,0.571718498,0.742377341,0.819162671,0.732009926,0.683613416,0.673376029,0.233862695,0.066791305,0.899957063,0.980732726,0.913475926,0
0.236158105,0.067311473,0.320778769,0.332298693,0.426017644,0.492991516,0.518234454,0.421186981,0.395242452,0.236157871,0.067311761,1.008930872,0.956245254,0.80547487,0
0.242675302,0.072199422,0.604705064,0.623291351,0.808001857,0.795739579,0.800436123,0.747642346,0.738123724,0.242675337,0.072199261,0.98540146,1.079157175,1.001672388,0
0.246998812,0.143376668,0.5766601,0.569569629,0.665918588,0.732571007,0.838935258,0.755796639,0.726089098,0.24699837,0.143376046,1.316616574,1.334187547,1.187395476,0
0.226088138,0.069280067,0.239772859,0.2323166,0.305757623,0.347012173,0.430032333,0.32610083,0.294531635,0.226087598,0.069279857,1.040618291,0.974943052,0.745797025,0
0.248205392,0.140811342,0.653204311,0.675222348,0.90411701,0.811139801,0.874125874,0.805786003,0.795763249,0.248205204,0.140811287,1.114984972,1.195045558,1.124020773,0
0.249228418,0.138240905,0.668849229,0.689965976,0.867512769,0.823312431,0.882246785,0.825781749,0.817791541,0.249228427,0.138240865,1.062172606,1.166761579,1.114514567,0
0.231777663,0.066760542,0.384922934,0.398436101,0.512614146,0.604112873,0.56214753,0.483301425,0.472587796,0.231777703,0.066760727,0.888449979,0.892653759,0.790951501,0
0.241073693,0.15147046,0.311913316,0.311108458,0.371846463,0.41894135,0.572223475,0.453520528,0.410232951,0.241073411,0.151469762,1.24242164,1.132593014,0.971745445,0
0.250551676,0.088734638,0.367423803,0.382797111,0.49404117,0.586130579,0.532972404,0.463660214,0.450911394,0.250551743,0.088734449,0.875225419,0.829726651,0.739459555,0
0.252837874,0.100631759,0.572372233,0.591476154,0.772248878,0.806436739,0.745319197,0.702403744,0.698078683,0.252837617,0.100631652,0.894461142,0.974563402,0.918669131,0
0.253332507,0.11726262,0.61612006,0.636423327,0.821544653,0.811324235,0.823370178,0.76310005,0.754169892,0.253332432,0.117262559,1.024474023,1.110193622,1.023941554,0
0.245906575,0.145448745,0.485745741,0.507968722,0.648042099,0.769826632,0.704639447,0.618237254,0.598353156,0.245906453,0.145448778,1.103563761,1.094722855,0.98107561,0
