ALLWISE_RAJ2000,ALLWISE_DEJ2000,ALLWISE_W1mag,ALLWISE_W2mag,ALLWISE_W3mag,ALLWISE_W4mag,ALLWISE_Jmag,ALLWISE_Hmag,ALLWISE_Kmag,APASS_RAJ2000,APASS_DEJ2000,APASS_g'mag,APASS_r'mag,APASS_i'mag,OB star?
0.230536669,0.103852802,0.516108471,0.532203187,0.685729763,0.811232018,0.700127829,0.648443594,0.6342459,0.230536537,0.103852807,0.950107342,1.00389142,0.911099375,0
0.233617456,0.119333097,0.537084251,0.553393422,0.715214363,0.798506086,0.719302203,0.669361129,0.65838553,0.233616979,0.119332945,0.925375698,1.003037206,0.925182642,0
0.233843891,0.102408899,0.51888979,0.533516385,0.687122736,0.728144596,0.694713888,0.645394597,0.633682877,0.233843917,0.102408998,0.894547016,0.963933181,0.885573453,0
0.236588179,0.114353917,0.422007185,0.438787083,0.563612444,0.638325341,0.602977667,0.531589024,0.518333451,0.236588253,0.114354045,0.91197939,0.924354594,0.825103424,0
0.228839781,0.110823042,0.2893151,0.292126783,0.384615385,0.445868683,0.465373336,0.375806566,0.355619678,0.228839737,0.11082279,0.928209532,0.861617312,0.7280169,0
0.236911415,0.112387268,0.318171283,0.318331045,0.406051695,0.473257101,0.508158508,0.409841878,0.384193117,0.23691071,0.112387645,1.030313439,0.985383447,0.806883197,0
0.234393501,0.118971103,0.484007417,0.499850773,0.647732549,0.761988196,0.645386871,0.599801461,0.590893096,0.234393459,0.118970946,0.852382997,0.883731967,0.822550832,0
0.229050064,0.107830585,0.56924325,0.58825285,0.759944281,0.82036149,0.768554027,0.705452741,0.695826589,0.229049873,0.107830553,0.988664663,1.058561124,0.971657425,0
0.233266614,0.102064499,0.411635184,0.428699337,0.553784244,0.672445592,0.591397849,0.519818478,0.506721092,0.233266463,0.102064522,0.906225848,0.916381929,0.820878444,0
0.228839167,0.109513973,0.555858153,0.574046439,0.744544188,0.760604943,0.749454846,0.688151457,0.679569287,0.228839065,0.109513857,0.971318162,1.040053151,0.952997095,0
0.236028269,0.105071081,0.584540503,0.603354623,0.779368519,0.779786057,0.775547034,0.723179465,0.713280315,0.236028198,0.105070996,0.966337484,1.050968109,0.973417833,0
0.232006147,0.102149525,0.509908448,0.526055035,0.678223185,0.751936555,0.679148808,0.629298731,0.620803716,0.232006038,0.102149615,0.863890082,0.925018983,0.861103776,0
0.228785033,0.112016253,0.554641326,0.572972005,0.737656709,0.75949834,0.727723889,0.68488974,0.675135478,0.228784968,0.112016265,0.891884929,0.965546697,0.905554089,0
0.229319993,0.106286418,0.497798123,0.515728526,0.669323634,0.833548506,0.678096097,0.616819117,0.607009642,0.229319868,0.106286225,0.912237012,0.955675778,0.874746941,0
0.23308541,0.101892936,0.327326457,0.336715812,0.437780529,0.516875692,0.48101361,0.412465433,0.400309663,0.233085287,0.101892972,0.789523401,0.777809415,0.692720711,0
0.236776869,0.107581779,0.512921544,0.530054319,0.687973998,0.786425673,0.691029401,0.634616748,0.626011683,0.236776731,0.107581633,0.897466724,0.958807897,0.881876595,0
0.236838161,0.113769872,0.575037664,0.593326568,0.764587525,0.802010328,0.755695917,0.709919875,0.699697375,0.236838036,0.11376998,0.916874195,1.000189825,0.936889358,0
0.231686735,0.11943547,0.568779696,0.586939653,0.757235722,0.791405385,0.756748628,0.705878182,0.69477092,0.231686576,0.119435605,0.941949334,1.036541382,0.955901769,0
0.234874458,0.102898255,0.551860007,0.568435504,0.739204458,0.8176872,0.737574254,0.686662412,0.674290942,0.23487439,0.102898232,0.952941176,1.032460137,0.947539829,0
0.229221135,0.115251379,0.421311855,0.436578523,0.568023526,0.653356695,0.55365065,0.522725661,0.515870223,0.229221344,0.115250994,0.66294547,0.730353075,0.696329548,0
0.236985994,0.108670206,0.506142079,0.52193637,0.672883455,0.814644043,0.688623205,0.632135007,0.621648251,0.236985941,0.108670221,0.919536282,0.973044799,0.887597923,0
0.229656394,0.116791306,0.519237455,0.535307109,0.699736883,0.795555146,0.700804572,0.646174573,0.635583081,0.229656319,0.116791211,0.927608416,0.989274867,0.906170231,0
0.234249857,0.102133156,0.466450342,0.480152808,0.626605789,0.73395426,0.629972178,0.585123733,0.574002393,0.234249367,0.102135114,0.827994848,0.888857251,0.823254995,0
0.234291359,0.119504605,0.357399467,0.369068227,0.476087293,0.555053486,0.536882472,0.454584131,0.436906186,0.23429117,0.119504595,0.92838128,0.901006074,0.789015051,0
0.232473755,0.120001504,0.510951443,0.527666687,0.685265439,0.731464404,0.704940221,0.646316387,0.634879302,0.232473346,0.120001051,0.935422928,0.995254366,0.905730129,0
0.228606567,0.111987952,0.553076834,0.571061899,0.737579322,0.810586499,0.735393639,0.683542509,0.673094518,0.228606531,0.111987947,0.938600258,1.010725133,0.935393011,0
0.228924512,0.107170073,0.310638544,0.318151973,0.411236651,0.47565474,0.501842244,0.406792881,0.382152157,0.228924498,0.107170019,1.012108201,0.962224753,0.791567644,0
0.228800705,0.113861386,0.573183451,0.590879246,0.762188516,0.828476577,0.767050154,0.710061689,0.698360194,0.228800655,0.11386125,0.970631172,1.049449506,0.970161077,0
0.233493746,0.101621862,0.347027466,0.352832329,0.452251973,0.527296201,0.523648395,0.436857406,0.41670772,0.233493984,0.101620866,0.953628167,0.92245634,0.793592113,0
0.229981766,0.103867473,0.552903002,0.570524682,0.740210494,0.82036149,0.742085871,0.688789619,0.677035682,0.229981667,0.103867439,0.956977243,1.026100987,0.940938298,0
0.235847396,0.103936341,0.531811334,0.548916612,0.705695713,0.759406123,0.700804572,0.656172446,0.648602998,0.235847314,0.103936273,0.845341348,0.938971147,0.873866737,0
0.232390221,0.120123397,0.609108819,0.628365069,0.804751586,0.804961269,0.803443868,0.751825853,0.742839046,0.232389891,0.120123311,0.978188064,1.08817388,1.007569756,0
0.237229533,0.112100162,0.500347665,0.518354922,0.669865346,0.773791959,0.680878262,0.622846203,0.615877261,0.237229516,0.112099962,0.90399313,0.948747153,0.869377696,0
0.236438316,0.105234188,0.57428439,0.592252134,0.771552391,0.799151605,0.758177307,0.709139899,0.70019002,0.236438129,0.105234091,0.946243023,1.029612756,0.95607781,0
0.228562097,0.108885262,0.487426121,0.503670984,0.653613992,0.758483954,0.664110083,0.611075658,0.597860511,0.228562023,0.108885253,0.9165307,0.953113136,0.869817798,0
0.233906581,0.101556752,0.495770078,0.511669552,0.66854976,0.807082257,0.667644184,0.621215344,0.605742839,0.233906495,0.101557189,0.872219837,0.931093394,0.864184491,0
0.237265046,0.109133417,0.354849925,0.360532442,0.473456121,0.553762449,0.509737574,0.449195207,0.437187698,0.237264974,0.109133397,0.824302276,0.810269552,0.716046123,0
0.228866319,0.114935708,0.361861166,0.370560497,0.489784863,0.571007008,0.477404316,0.449195207,0.443380956,0.228866235,0.114936145,0.61116359,0.642369021,0.610509638,0
0.235340352,0.102824639,0.523815042,0.540679281,0.700665532,0.7838436,0.701782089,0.649649011,0.638468576,0.235340272,0.102824649,0.90124517,0.974943052,0.887597923,0
0.236759701,0.106041874,0.496059798,0.512684295,0.664912552,0.781077093,0.652530265,0.610437496,0.604898304,0.23675976,0.106041723,0.773035638,0.865888383,0.813660769,0
0.237338811,0.109846759,0.436840885,0.456992777,0.584352267,0.698174105,0.638318671,0.55796639,0.542332325,0.237338704,0.109846918,1.000772864,1.001803341,0.885837514,0
0.231872463,0.120159541,0.508343956,0.523846475,0.679074447,0.809756547,0.682833296,0.630645962,0.620733338,0.231872521,0.120159941,0.914727351,0.977600607,0.890854678,0
0.23051502,0.118969819,0.478676556,0.49441891,0.640999845,0.792973073,0.635837281,0.593278026,0.584207193,0.230514993,0.118969745,0.79270073,0.869115414,0.81181234,0
0.232417377,0.101251175,0.502317766,0.519906882,0.67450859,0.791589819,0.680126325,0.62610792,0.612428742,0.232417281,0.101251188,0.910176041,0.956719818,0.881348473,0
0.237316388,0.108962548,0.329412446,0.342147675,0.44134035,0.510236075,0.524475524,0.432602992,0.410303329,0.237315923,0.108963474,1.004293688,0.959187547,0.804506646,0
0.229423589,0.117060341,0.540734732,0.557810541,0.722875716,0.776927333,0.716219265,0.668226618,0.658596664,0.229423441,0.117060219,0.914469729,0.98832574,0.915588417,0
0.229526249,0.117374363,0.346448024,0.355995941,0.459990714,0.540114349,0.508308895,0.439551868,0.425012316,0.229526013,0.117374387,0.846887076,0.823936978,0.734090309,0
0.230984479,0.119670714,0.360064897,0.365427088,0.479414951,0.554500184,0.489284909,0.44316812,0.436906186,0.230984525,0.119670688,0.667582653,0.707384207,0.649062583,0
0.230187769,0.102945951,0.546876811,0.564197457,0.714750039,0.778587237,0.735544026,0.678366305,0.668519952,0.230187727,0.102946089,0.951395449,1.019741838,0.936009154,0
0.229492495,0.117478896,0.575095608,0.593505641,0.77039158,0.82690889,0.761109858,0.711905268,0.702160602,0.229492398,0.117478855,0.940918849,1.027239939,0.954317402,0
0.235998116,0.118138606,0.204658709,0.188145407,0.196796162,0.154186647,0.389878938,0.291356449,0.260679851,0.235997908,0.11813805,1.151824818,1.083428246,0.793063991,0
0.236793806,0.105587084,0.490439217,0.505998926,0.656554713,0.767428993,0.653958944,0.610721123,0.600182983,0.236793736,0.105586965,0.848862173,0.904897494,0.83689816,0
0.228418227,0.108496646,0.559856299,0.577627888,0.750425631,0.817226116,0.734416122,0.693044033,0.681821381,0.228418092,0.108496619,0.899098325,0.978075171,0.914092069,0
0.22920713,0.104891331,0.482327037,0.497104996,0.638678223,0.760604943,0.65553801,0.603559526,0.590330072,0.2292071,0.104891229,0.881837699,0.927866363,0.850277264,0
